SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,DebtToIncome,LogMonthlyIncome,LogRevolvingUtil,TotalOverdueTimes,HasOverdue,AgeGroup,DebtPerAccount
0,0.548458062,64,0,0.209891754,11362.0,7,0,1,0,2.0,0.2098732824912435,9.338117741918008,0.43725963708083737,0,0,4,0.02623646925
0,0.061086118,78,0,2058.0,5400.0,10,0,2,0,0.0,2057.6189594519533,8.594339400592892,0.05929302316174886,0,0,4,187.0909090909091
0,0.166284079,53,0,0.18827406,8800.0,7,0,0,0,0.0,0.18825266765140325,9.082620630373812,0.15382269375999388,0,0,3,0.0235342575
0,0.221812771,43,0,0.527887839,3280.0,7,0,1,0,2.0,0.5277269466382201,8.0959035329611,0.20033563378980332,0,0,2,0.065985979875
0,0.602794411,25,0,0.065868263,333.0,2,0,0,0,0.0,0.06567105263173652,5.811140992976701,0.4717486127510625,0,0,0,0.021956087666666665
0,0.200923382,43,0,0.430046338,12300.0,10,0,2,0,0.0,0.43001137772538817,9.417435838868785,0.18309074589215696,0,0,2,0.03909512163636363
1,0.025655677,38,0,0.475841386,3000.0,7,0,1,0,2.0,0.4756828250583139,8.006700845440367,0.025332092957259165,0,0,1,0.05948017325
0,0.9999999,39,0,0.241103559,2500.0,4,0,0,0,0.0,0.24100715613754498,7.824445930877619,0.693147130559944,0,0,1,0.048220711799999996
0,0.075426584,32,0,0.085512189,7916.0,6,0,0,0,0.0,0.08550138791511937,8.976767625171433,0.07271740519205122,0,0,1,0.012216027
0,0.04656027,58,0,0.241621845,2416.0,9,0,1,0,0.0,0.2415218773355399,7.790282380703483,0.045508853218807495,0,0,3,0.0241621845
1,0.392248482,50,0,1.595253368,4676.0,14,0,3,0,1.0,1.5949122832516571,8.450412157725886,0.33092005316562434,0,0,2,0.10635022453333334
0,0.052436094,58,0,0.097672186,8333.0,22,0,1,0,0.0,0.09766046627525798,9.0280988119824,0.051107566441183236,0,0,3,0.004246616782608696
0,0.034421473,69,0,0.042383047,2500.0,17,0,0,0,1.0,0.04236610055977609,7.824445930877619,0.033842307154092664,0,0,4,0.0023546137222222223
0,0.452515828,24,0,0.011761247,3400.0,1,0,0,0,0.0,0.011757788826815644,8.131824785007195,0.3732971067585669,0,0,0,0.0058806235
0,0.392994586,58,2,0.436102527,5500.0,15,0,1,0,0.0,0.4360232500454463,8.612685172875459,0.3314558082143801,2,1,3,0.0272564079375
0,0.704073982,28,1,0.155201143,4200.0,8,0,0,0,0.0,0.1551641991430612,8.343077871169383,0.5330218441313145,1,1,0,0.017244571444444447
0,0.9999999,24,0,0.472703063,750.0,1,0,0,0,0.0,0.4720736314913449,6.621405651764134,0.693147130559944,0,0,0,0.2363515315
0,0.083418009,62,0,977.0,5400.0,6,0,1,0,0.0,976.8191075726718,8.594339400592892,0.08012086677288059,0,0,4,139.57142857142858
0,0.186868556,57,0,0.313812313,7000.0,9,0,2,0,0.0,0.3137674890729896,8.853808274977197,0.17131837318578783,0,0,3,0.0313812313
0,0.693329681,42,2,0.257731959,2230.0,7,0,0,0,0.0,0.2576164359345585,7.7102051944325325,0.526696816030191,2,1,2,0.032216494875
0,0.0,64,0,0.073538769,11000.0,9,0,1,0,0.0,0.07353208426506681,9.305741456739435,0.0,0,0,4,0.0073538769
0,0.881836362,50,3,0.567858035,4000.0,9,0,1,0,1.0,0.5677161059735066,8.294299608857235,0.6322480883924696,3,1,2,0.056785803499999996
0,0.9999999,75,1,0.134078212,3400.0,1,0,1,0,1.0,0.13403878882681566,8.131824785007195,0.693147130559944,1,1,4,0.067039106
0,0.363636364,26,0,0.00999001,1000.0,1,0,0,0,0.0,0.00998002997002997,6.90875477931522,0.3101549285705062,0,0,0,0.004995005
0,0.304490668,52,0,0.808340474,3500.0,10,0,2,0,0.0,0.8081095855469866,8.160803920954665,0.2658126718703231,0,0,3,0.07348549763636364
0,0.71998531,41,1,0.539554464,5700.0,14,0,1,0,0.0,0.5394598219259779,8.648396877031582,0.5423157500912152,1,1,2,0.0359702976
0,0.07289757,81,0,75.0,5400.0,7,0,0,0,0.0,74.98611368265136,8.594339400592892,0.07036299776844693,0,0,4,9.375
0,0.469056842,31,0,0.048211004,9250.0,4,0,0,0,1.0,0.04820579256296617,9.132486932771318,0.3846205907930311,0,0,1,0.0096422008
0,0.718705378,28,0,0.170125614,3661.0,4,0,0,0,1.0,0.17007915697815404,8.205764725234456,0.5415713202048195,0,0,0,0.0340251228
0,0.368875933,68,0,1687.5,1.0,31,0,1,0,0.0,843.75,0.6931471805599453,0.3139899161951446,0,0,4,52.734375
0,0.000602723,70,0,0.177787036,16800.0,12,0,1,0,2.0,0.17777645406821024,9.729193687429403,0.0006025414354443947,0,0,4,0.013675925846153847
0,0.061440132,62,0,0.011167837,3133.0,2,0,0,0,0.0,0.01116427355488194,8.050065422915965,0.059626601135903685,0,0,4,0.0037226123333333333
0,0.140110634,31,0,0.689370485,1937.0,4,0,2,0,0.0,0.6890147726754385,7.569411792450712,0.13112530506603395,0,0,1,0.137874097
0,0.834048027,38,0,0.393662026,13000.0,13,0,2,0,2.0,0.3936317466348742,9.472781556562168,0.6065255605142997,0,0,1,0.02811871614285714
0,7.96e-05,70,0,0.256339661,6900.0,21,1,1,0,0.0,0.2563025157078684,8.839421607620602,7.95968320881094e-05,1,1,4,0.011651802772727272
0,0.818977517,73,0,3095.0,0.0,9,0,1,1,0.0,0.0,0.0,0.5982745393716382,1,1,4,309.5
1,0.728150491,31,0,0.824725092,3000.0,10,0,2,0,1.0,0.8244502752415861,8.006700845440367,0.5470517562888502,0,0,1,0.07497500836363637
0,0.9999999,62,0,0.0,5400.0,1,0,0,0,0.0,0.0,8.594339400592892,0.693147130559944,0,0,4,0.0
0,0.028562367,51,0,0.306381499,5750.0,5,0,1,0,0.0,0.30632822452616937,8.657129031713755,0.02816206706677816,0,0,3,0.05106358316666667
0,0.992015968,29,0,0.008064516,2231.0,1,0,0,0,0.0,0.008060902865591397,7.710653323501202,0.689147175194535,0,0,0,0.004032258
0,0.070853769,55,0,0.073147745,13793.0,4,0,1,0,0.0,0.07314244213317384,9.531988993991236,0.06845624526218394,0,0,3,0.014629549
0,0.454971915,46,1,0.016921775,13000.0,10,0,0,0,1.0,0.016920473425121145,9.472781556562168,0.37498659803166373,1,1,2,0.0015383431818181818
0,0.401199782,64,0,0.351258937,3216.0,4,0,1,0,0.0,0.3511497486453217,8.076204527239026,0.337328856760252,0,0,4,0.0702517874
0,0.541108804,43,0,2477.0,5400.0,3,0,1,0,2.0,2476.541381225699,8.594339400592892,0.4325021599454205,0,0,2,619.25
0,0.655569945,35,0,0.261609907,5813.0,10,0,0,0,2.0,0.2615649104559683,8.668024081118821,0.5041453271881605,0,0,1,0.023782718818181815
0,0.651603452,58,0,0.241135663,7783.0,11,0,1,0,0.0,0.24110468462602774,8.959825623865841,0.5017466051220677,0,0,3,0.020094638583333334
0,0.027399502,69,0,0.00803428,5600.0,3,0,0,0,0.0,0.008032845563292269,8.630700432209832,0.027030854332205537,0,0,4,0.00200857
0,0.101155821,72,0,1720.0,5400.0,12,0,2,0,0.0,1719.6815404554711,8.594339400592892,0.09636037452039485,0,0,4,132.30769230769232
0,0.009788862,46,0,1.051397656,3326.0,6,0,2,0,2.0,1.0510816362657047,8.109826276018477,0.009741261474936142,0,0,2,0.15019966514285715
0,0.337520702,60,0,0.549877805,4500.0,10,0,2,0,0.0,0.5497556370806488,8.412054873292933,0.2908176777990807,0,0,3,0.04998889136363637
0,0.0,67,0,0.540983607,3720.0,2,0,1,0,0.0,0.5408382203816179,8.221747728346623,0.0,0,0,4,0.180327869
0,0.750873672,55,2,0.316416365,7723.0,17,0,1,0,1.0,0.31637539964979283,8.952087643548404,0.5601149044988821,2,1,3,0.017578686944444442
0,0.006799093,27,1,0.681045752,764.0,3,0,0,0,0.0,0.6801554961150326,6.639875833826536,0.006776083404561547,1,1,0,0.170261438
0,0.004264079,31,0,0.111444278,2000.0,6,1,0,0,2.0,0.11138858370814593,7.601402334583733,0.004255013576459141,1,1,1,0.01592061114285714
0,0.26948375,64,0,0.16106176,9455.0,13,0,1,0,3.0,0.16104472724196278,9.15440473964588,0.2386103217655867,0,0,4,0.01150441142857143
0,0.265898391,36,0,0.262611807,8384.0,6,0,2,0,1.0,0.26258048776243287,9.034199674257309,0.23578206062737075,0,0,1,0.03751597242857142
0,0.142013011,67,0,1824.0,5400.0,7,0,2,0,0.0,1823.662284762081,8.594339400592892,0.13279250433879422,0,0,4,228.0
0,0.827708197,56,0,0.369590815,6793.0,15,1,1,0,0.0,0.36953641540992055,8.82379514872053,0.6030628306398991,1,1,3,0.0230994259375
0,0.059668871,31,0,3162.0,0.0,11,0,2,0,1.0,0.0,0.0,0.057956473472296065,0,0,1,263.5
1,0.13306279,49,1,0.182881653,10257.0,9,0,2,0,3.0,0.18286382480220317,9.235813167949214,0.12492439975123307,1,1,2,0.0182881653
0,0.234218112,36,0,0.116614347,8600.0,19,0,0,0,3.0,0.11660078876874781,9.059633754551479,0.2104376618903291,0,0,1,0.0058307173499999995
0,0.122295933,29,0,0.694646949,4800.0,5,0,1,0,0.0,0.6945022610289523,8.476579508530941,0.11537652722525617,0,0,0,0.1157744915
0,0.460376317,37,0,0.074155949,4975.0,6,0,0,0,0.0,0.07414104627713022,8.512381634419015,0.3786941538779306,0,0,1,0.010593706999999999
0,0.335558577,69,0,0.270448637,15000.0,14,0,2,0,1.0,0.2704306082927805,9.61587214452889,0.2893496140810951,0,0,4,0.018029909133333334
0,0.270522569,41,0,2.797698945,1042.0,11,0,2,0,2.0,2.795016587430489,6.949856455000773,0.23942828749279715,0,0,2,0.23314157875
0,0.183316667,52,0,0.111131623,10833.0,14,0,2,0,1.0,0.11112136532757984,9.290444616217844,0.16832123049467898,0,0,3,0.007408774866666666
0,0.074861676,66,0,0.208842479,4500.0,3,0,1,0,0.0,0.20879607987113974,8.412054873292933,0.07219197981211051,0,0,4,0.05221061975
0,0.017258977,53,0,2.604510673,12414.0,13,0,1,0,2.0,2.604300885591784,9.426660697942268,0.017111732633395625,0,0,3,0.18603647664285713
0,0.054497069,56,0,0.492021814,4950.0,18,0,2,0,0.0,0.49192243573015554,8.507344855361422,0.05306394141647091,0,0,3,0.02589588494736842
0,0.029164236,31,0,0.395031809,3300.0,10,0,1,0,0.0,0.39491213865495306,8.101980731853192,0.028747051501820366,0,0,1,0.03591198263636364
0,0.0,58,0,0.316144874,4886.0,9,0,1,0,1.0,0.31608018300879887,8.494333897270154,0.0,0,0,3,0.0316144874
0,0.360509632,58,1,3282.0,5400.0,8,0,2,0,0.0,3281.3923347528234,8.594339400592892,0.3078593589661945,1,1,3,364.6666666666667
0,0.003749688,64,0,0.004061231,3200.0,5,0,0,1,0.0,0.00405996226179319,8.071218539969863,0.0037426754444149597,1,1,4,0.0006768718333333333
1,0.734477501,45,0,0.591477634,4716.0,13,0,2,0,2.0,0.591352241243163,8.458928283284262,0.550706215882021,0,0,2,0.042248402428571426
0,0.080564168,60,0,0.487288997,4916.0,15,0,2,0,0.0,0.48718989409233276,8.50045386741194,0.07748328252213137,0,0,3,0.0304555623125
0,0.039387786,51,0,15466.0,0.0,7,0,0,0,0.0,0.0,0.0,0.03863187251296258,0,0,3,1933.25
0,0.023767433,83,0,0.123797734,10500.0,13,0,0,0,0.0,0.12378594486239405,9.259225769705994,0.023489384611586225,0,0,4,0.008842695285714287
0,0.784835658,52,0,2662.0,5400.0,10,0,2,1,0.0,2661.507128309572,8.594339400592892,0.579326342645713,1,1,3,242.0
0,0.888822236,34,0,0.368403802,3050.0,4,0,0,0,1.0,0.36828305345788265,8.02322468471667,0.6359534792738727,0,0,1,0.0736807604
0,0.791173628,44,0,0.51241535,3100.0,5,0,1,0,0.0,0.5122501080296679,8.03947991910045,0.5828710631033568,0,0,2,0.08540255833333334
0,0.24535301,37,0,0.288417167,6500.0,11,1,1,1,0.0,0.2883728019535456,8.77971129020447,0.2194190318948619,2,1,1,0.024034763916666663
0,0.542242704,48,2,10.0,5400.0,2,0,0,0,0.0,9.998148491020181,8.594339400592892,0.43323765834589406,2,1,2,3.3333333333333335
0,0.010531379,57,0,0.280664917,5714.0,6,0,1,0,0.0,0.2806158067783027,8.65084957622891,0.010476310323493047,0,0,3,0.04009498814285715
0,0.363199686,32,0,0.480523957,2900.0,4,0,1,0,0.0,0.4803583162013099,7.972810784121404,0.30983464675251216,0,0,1,0.0961047914
0,0.032617977,75,0,0.006799093,7500.0,4,0,0,0,0.0,0.006798186575123317,8.922791623969637,0.032097302763738005,0,0,4,0.0013598186
0,0.013024674,61,0,15.0,5400.0,4,0,0,0,0.0,14.997222736530272,8.594339400592892,0.012940582324303682,0,0,4,3.0
0,0.019387779,34,0,0.32591852,4000.0,9,0,1,0,0.0,0.3258370607348163,8.294299608857235,0.019202230427379084,0,0,1,0.032591852
0,0.634485057,52,0,0.138238573,2690.0,2,0,0,0,0.0,0.13818720229282794,7.897668150726906,0.4913278048950027,0,0,3,0.04607952433333334
0,0.888008615,44,0,0.299246282,4908.0,8,0,0,0,1.0,0.2991853232951721,8.498825534058053,0.6355226307425593,0,0,2,0.033249586888888884
0,0.003108849,57,0,0.258939285,8333.0,7,0,1,0,0.0,0.2589082147714183,9.0280988119824,0.003104026521267952,0,0,3,0.032367410625
0,0.114830941,46,0,0.026235802,6250.0,6,0,0,0,3.0,0.026231604943209086,8.740496729931813,0.10870277099471604,0,0,2,0.003747971714285714
0,0.018886792,80,0,0.003478779,10060.0,5,0,0,0,0.0,0.003478433231289136,9.21642184229205,0.018710650914769207,0,0,4,0.0005797965
0,0.635415157,32,0,0.519493502,3000.0,4,0,1,0,1.0,0.5193203952015994,8.006700845440367,0.49189669077176545,0,0,1,0.1038987004
0,0.9999999,62,0,0.664221287,8314.0,8,0,3,0,0.0,0.6641414047045099,9.025816391627028,0.693147130559944,0,0,4,0.07380236522222222
0,0.041257909,61,0,4739.0,5400.0,11,0,4,0,0.0,4738.122569894464,8.594339400592892,0.04042951014833968,0,0,4,394.9166666666667
0,0.096737158,47,0,0.009748781,8000.0,2,0,0,0,2.0,0.009747562554680664,8.987321812850125,0.09233955185499097,0,0,2,0.0032495936666666666
0,0.31844615,58,0,1.382629108,3833.0,26,0,4,0,0.0,1.3822684848628064,8.251663923605589,0.27645388411139604,0,0,3,0.05120848548148148
0,0.186987534,52,0,0.023993145,3500.0,4,0,0,0,0.0,0.023986291773778923,8.160803920954665,0.17141861346623352,0,0,3,0.0047986290000000004
0,0.006541851,68,0,0.108089191,10000.0,10,0,2,0,1.0,0.10807838316168383,9.210440366976517,0.00652054595854037,0,0,4,0.00982629009090909
0,0.180972181,39,1,0.384441575,3097.0,7,0,1,0,3.0,0.3843174815284054,8.038512020976814,0.1663379814763177,1,1,1,0.048055196875
0,0.00750765,74,0,7.0,5400.0,4,0,0,0,0.0,6.998703943714127,8.594339400592892,0.007479607861983102,0,0,4,1.4
0,0.06790706,46,0,0.149103029,10200.0,6,0,2,0,0.0,0.14908841248897167,9.23024103368252,0.065700714279418,0,0,2,0.021300432714285715
0,0.033461782,44,0,1.243362832,4067.0,5,0,2,0,1.0,1.2430571872527043,8.31090675716845,0.03291412025903482,0,0,2,0.20722713866666667
0,0.007520592,68,0,269.0,5400.0,4,0,0,0,0.0,268.9501944084429,8.594339400592892,0.007492453339510834,0,0,4,53.8
0,0.015271802,68,0,0.12290366,8168.0,6,0,0,0,0.0,0.12288861487085322,9.00810178134187,0.015156361867362635,0,0,4,0.017557665714285714
0,0.51712072,31,0,0.123752495,500.0,3,0,0,0,0.0,0.12350548403193613,6.2166061010848646,0.41681427531492504,0,0,1,0.03093812375
0,0.317975796,34,0,0.297933792,4500.0,11,0,2,0,0.0,0.2978675992001777,8.412054873292933,0.2760970717235278,0,0,1,0.024827816
0,0.297594642,67,0,0.239507959,4145.0,13,0,0,0,0.0,0.23945019055836952,8.329899292995725,0.2605122752089575,0,0,4,0.017107711357142858
0,0.444837661,58,0,0.366545247,14000.0,9,0,2,1,4.0,0.3665190670666381,9.546884034617925,0.3679969699244666,1,1,3,0.0366545247
0,0.277956679,39,0,4090.0,5400.0,9,0,2,0,0.0,4089.2427328272543,8.594339400592892,0.2452624578847223,0,0,1,409.0
0,0.003722015,58,0,0.63332301,3228.0,5,0,1,0,0.0,0.6331268740414989,8.079927770758275,0.003715105441848649,0,0,3,0.105553835
0,0.0,61,0,0.2226598,3300.0,14,0,1,0,0.0,0.222592347773402,8.101980731853192,0.0,0,0,4,0.014843986666666666
0,0.0,59,0,0.218854341,19167.0,13,0,2,0,0.0,0.2188429233069178,9.860997500915175,0.0,0,0,3,0.01563245292857143
0,0.151912549,36,0,0.266394467,12000.0,22,0,2,0,0.0,0.2663722693108908,9.392745258631441,0.14142364706582414,0,0,1,0.011582368130434784
0,0.0,59,0,0.351699622,4500.0,12,0,1,0,0.0,0.35162148389246833,8.412054873292933,0.0,0,0,3,0.027053817076923076
0,0.175727593,43,1,994.0,5400.0,4,0,1,0,0.0,993.815960007406,8.594339400592892,0.16188718403862754,1,1,2,198.8
0,0.011498563,77,0,0.001998002,1000.0,1,0,0,0,0.0,0.001996005994005994,6.90875477931522,0.011432956962271363,0,0,4,0.000999001
0,0.0,48,0,0.517468688,4550.0,7,0,2,0,0.0,0.5173549836079983,8.423102268016642,0.0,0,0,2,0.064683586
0,0.163037489,81,0,0.086482558,2751.0,7,0,0,0,1.0,0.08645113265188953,7.920083199053234,0.1510351077547466,0,0,4,0.01081031975
0,0.047311582,51,0,0.100920343,3150.0,5,0,0,0,0.0,0.10088831496350364,8.055475141757274,0.046226482649210004,0,0,3,0.016820057166666666
0,0.083880003,53,0,0.199647533,7943.0,8,0,1,0,0.0,0.19962240113532226,8.980172205725008,0.08054719855045768,0,0,3,0.02218305922222222
0,0.089478348,56,0,1.065901518,2700.0,11,0,1,0,2.0,1.0655068858200667,7.901377353792616,0.08569900186866732,0,0,3,0.0888251265
0,0.773519223,63,0,1.129227053,4139.0,12,0,1,0,1.0,1.1289542928422704,8.32845106681936,0.5729658341916869,0,0,4,0.08686361946153845
0,0.093962275,55,0,0.112051635,9450.0,6,0,2,0,0.0,0.11203977893873665,9.153875834995056,0.08980621985860038,0,0,3,0.01600737642857143
0,0.21955042,54,0,0.315983758,5417.0,20,0,2,0,1.0,0.31592543689294944,8.59748202264504,0.1984822826326128,0,0,3,0.015046845619047618
0,0.147996253,55,0,0.323088235,6799.0,5,0,1,0,0.0,0.3230407220242647,8.824677891164198,0.13801803395476578,0,0,3,0.05384803916666667
0,0.576518559,72,0,3031.0,5400.0,11,0,1,0,0.0,3030.438807628217,8.594339400592892,0.45521897221405366,0,0,4,252.58333333333334
0,0.243872021,53,0,0.534027778,8639.0,22,0,2,0,3.0,0.5339659692293982,9.064157861798101,0.21822911201513887,0,0,3,0.023218599043478262
0,0.362483818,27,0,567.0,5400.0,4,0,0,0,0.0,566.8950194408443,8.594339400592892,0.3093093707874858,0,0,0,113.4
0,0.116676791,31,0,0.343593791,3800.0,7,0,1,0,0.0,0.34350339536963953,8.24301946898925,0.11035712369492849,0,0,1,0.042949223875
0,0.9999999,38,0,0.43369976,5821.0,7,0,1,0,4.0,0.4336252667399519,8.669399124305569,0.693147130559944,0,0,1,0.05421247
0,0.496911825,40,0,0.452363811,12500.0,11,0,2,0,2.0,0.45232762479001676,9.433563920090563,0.40340420256714676,0,0,1,0.03769698425
0,0.130902106,48,1,0.427882174,3937.0,17,0,1,0,0.0,0.42777351930878615,8.278428259199071,0.12301563812702952,1,1,2,0.02377123188888889
0,0.54699881,50,0,0.748071979,3500.0,9,0,2,0,3.0,0.7478583051985147,8.160803920954665,0.4363168023598639,0,0,2,0.0748071979
0,0.072277109,34,0,0.025911708,2083.0,2,0,0,0,0.0,0.025899274358925143,7.642044402873258,0.06978452644545774,0,0,1,0.008637236
0,0.0,48,2,0.370876375,3000.0,14,0,1,0,5.0,0.37075279073642115,8.006700845440367,0.0,2,1,2,0.024725091666666664
0,0.175932019,57,1,0.655812625,3500.0,9,0,1,0,1.0,0.6556253034847187,8.160803920954665,0.1620610408327586,1,1,3,0.0655812625
0,0.050789842,30,0,0.315171207,4000.0,4,0,1,0,1.0,0.3150924338915271,8.294299608857235,0.049542111862081205,0,0,0,0.0630342414
0,0.0,28,0,0.144616356,3166.0,7,0,0,0,0.0,0.14457069248373855,8.06054004653864,0.0,0,0,0,0.0180770445
0,0.21286031,36,0,0.563752087,9583.0,10,0,2,0,1.0,0.5636932647872497,9.16785032035523,0.1929814625719537,0,0,1,0.05125018972727273
0,0.012682366,60,0,0.412979783,6825.0,20,0,2,0,0.0,0.4129192820062994,8.828494129466652,0.012602618347777055,0,0,3,0.01966570395238095
0,0.121557062,58,0,0.342971419,12000.0,23,0,2,0,4.0,0.34294284042996415,9.392745258631441,0.11471795375511207,0,0,3,0.014290475791666667
0,0.040795358,49,0,0.801999355,3100.0,11,0,1,0,0.0,0.8017407289584005,8.03947991910045,0.03998518817546692,0,0,2,0.06683327958333334
0,0.147712223,40,0,0.034847816,6800.0,6,0,0,0,3.0,0.0348426920746949,8.824824939175638,0.13777058964341826,0,0,1,0.004978259428571428
0,0.0,63,0,2.0,5400.0,4,0,0,0,0.0,1.9996296982040362,8.594339400592892,0.0,0,0,4,0.4
0,0.0,50,1,0.726566993,3477.0,5,0,1,0,1.0,0.7263580893217366,8.154212694914229,0.0,1,1,2,0.12109449883333334
0,0.070771911,38,0,2088.0,5400.0,6,0,1,0,0.0,2087.613404925014,8.594339400592892,0.0683798005306846,0,0,1,298.2857142857143
1,1.046279103,47,1,1.104301274,5416.0,6,0,2,0,1.0,1.1040974155407053,8.597297435657898,0.7160230722043887,1,1,2,0.15775732485714286
0,0.323719804,63,0,0.610841267,5146.0,9,0,2,0,2.0,0.6107225879117932,8.546169299652755,0.2804458067195755,0,0,4,0.0610841267
0,0.36459777,42,0,0.593899089,6916.0,7,0,3,0,0.0,0.5938132282093392,8.841737428600585,0.31085971121933703,0,0,2,0.074237386125
0,0.637736406,54,2,3.382196162,1875.0,9,0,2,0,0.0,3.3803932855810235,7.53689712956617,0.4933150481832493,2,1,3,0.3382196162
0,0.081379827,63,0,1268.0,5400.0,8,0,1,0,0.0,1267.765228661359,8.594339400592892,0.07823784326985363,0,0,4,140.88888888888889
0,0.020966389,29,0,639.5,1.0,3,0,1,0,2.0,319.75,0.6931471805599453,0.020749618954081943,0,0,0,159.875
0,0.170103002,36,0,0.138461538,7734.0,8,0,0,0,0.0,0.13844363734867485,8.953510763007166,0.15709178083216843,0,0,1,0.015384615333333332
0,0.771845631,33,0,0.852429514,5000.0,7,0,3,0,0.0,0.8522590621875625,8.517393171418904,0.5720217326996097,0,0,1,0.10655368925
0,0.05538241,72,0,0.089091313,4500.0,4,0,0,0,0.0,0.089071519329038,8.412054873292933,0.05390317518387334,0,0,4,0.017818262600000002
0,0.9999999,29,0,974.0,5400.0,2,0,0,0,0.0,973.8196630253657,8.594339400592892,0.693147130559944,0,0,0,324.6666666666667
0,0.16653274,53,0,0.543625949,7506.0,11,0,3,0,3.0,0.5435535331282803,8.923591197573002,0.15403587895217571,0,0,3,0.04530216241666667
0,0.008632035,79,0,0.365151154,4200.0,9,0,1,0,0.0,0.36506423394429893,8.343077871169383,0.008594992004197341,0,0,4,0.0365151154
0,0.13527952,58,0,0.342005076,9455.0,11,0,2,0,2.0,0.3419689079505076,9.15440473964588,0.1268788937408705,0,0,3,0.028500423
0,0.167571389,69,0,0.330733853,5000.0,10,0,1,0,1.0,0.33066771945610884,8.517393171418904,0.15492585558659508,0,0,4,0.030066713909090912
0,0.9999999,69,0,0.005319149,2255.0,0,1,0,0,3.0,0.005316791221187943,7.721348612617949,0.693147130559944,1,1,4,0.005319149
0,0.068335151,75,0,0.010927876,10065.0,9,0,0,0,0.0,0.010926790377508445,9.216918687336305,0.06610150310713243,0,0,4,0.0010927876
0,0.0,41,0,0.907538526,2400.0,6,0,1,0,0.0,0.9071605424406497,7.783640596221253,0.0,0,0,2,0.12964836085714285
1,0.946963874,35,0,1593.0,5400.0,6,0,1,0,1.0,1592.7050546195148,8.594339400592892,0.6662711715183843,0,0,1,227.57142857142858
0,0.405183973,46,0,0.667835346,7700.0,22,0,2,0,1.0,0.6677486253992988,8.94910546953925,0.3401682358506119,0,0,2,0.02903631939130435
0,0.055549313,65,0,2177.0,5400.0,6,0,1,0,1.0,2176.5969264950936,8.594339400592892,0.054061307252788,0,0,4,311.0
0,0.676195456,55,0,0.436665827,3970.0,10,1,1,0,0.0,0.43655586330647195,8.286773231131251,0.5165266157853062,1,1,3,0.03969689336363636
0,0.184986787,55,4,3144.0,5400.0,11,0,1,0,0.0,3143.417885576745,8.594339400592892,0.16973162431396,4,1,3,262.0
